,State,Year,Quarter,District,RegisteredUser,AppOpens
10729,Punjab,2018,4,kapurthala district,39412,0
10730,Punjab,2018,4,firozepur district,44095,0
10731,Punjab,2018,4,gurdaspur district,51644,0
10732,Punjab,2018,4,amritsar district,141933,0
10733,Punjab,2018,4,faridkot district,31389,0
10734,Punjab,2018,4,hoshiarpur district,59684,0
10735,Punjab,2018,4,moga district,31737,0
10736,Punjab,2019,1,shahid bhagat singh nagar district,21180,0
10737,Punjab,2019,1,fazilka district,104942,0
10738,Punjab,2019,1,barnala district,30391,0
10739,Punjab,2019,1,mansa district,45716,0
10740,Punjab,2019,1,ludhiana district,454370,0
10741,Punjab,2019,1,sri muktsar sahib district,51650,0
10742,Punjab,2019,1,patiala district,169872,0
10743,Punjab,2019,1,pathankot district,59669,0
10744,Punjab,2019,1,fatehgarh sahib district,40342,0
10745,Punjab,2019,1,rupnagar district,46877,0
10746,Punjab,2019,1,tarn taran district,33774,0
10747,Punjab,2019,1,sas nagar district,298288,0
10748,Punjab,2019,1,sangrur district,97326,0
10749,Punjab,2019,1,jalandhar district,164130,0
10750,Punjab,2019,1,bathinda district,128070,0
10751,Punjab,2019,1,kapurthala district,46907,0
10752,Punjab,2019,1,firozepur district,52617,0
10753,Punjab,2019,1,gurdaspur district,62502,0
10754,Punjab,2019,1,amritsar district,171264,0
10755,Punjab,2019,1,faridkot district,36743,0
10756,Punjab,2019,1,hoshiarpur district,72128,0
10757,Punjab,2019,1,moga district,37832,0
10758,Punjab,2019,2,shahid bhagat singh nagar district,25320,102924
10759,Punjab,2019,2,fazilka district,118707,459649
10760,Punjab,2019,2,barnala district,35343,119349
10761,Punjab,2019,2,mansa district,51398,161840
10762,Punjab,2019,2,ludhiana district,528745,2411531
10763,Punjab,2019,2,sri muktsar sahib district,58786,197260
10764,Punjab,2019,2,patiala district,199960,791726
10765,Punjab,2019,2,pathankot district,69833,309317
10766,Punjab,2019,2,fatehgarh sahib district,47880,186325
10767,Punjab,2019,2,rupnagar district,55694,227620
10768,Punjab,2019,2,tarn taran district,40585,150645
10769,Punjab,2019,2,sas nagar district,343153,1753782
10770,Punjab,2019,2,sangrur district,111996,402287
10771,Punjab,2019,2,jalandhar district,195283,815326
10772,Punjab,2019,2,bathinda district,145282,561572
10773,Punjab,2019,2,kapurthala district,55315,301803
10774,Punjab,2019,2,firozepur district,61557,249204
10775,Punjab,2019,2,gurdaspur district,75170,266633
10776,Punjab,2019,2,amritsar district,206517,849970
10777,Punjab,2019,2,faridkot district,42444,150056
10778,Punjab,2019,2,hoshiarpur district,86022,299806
10779,Punjab,2019,2,moga district,45122,159469
10780,Punjab,2019,3,shahid bhagat singh nagar district,29058,358302
10781,Punjab,2019,3,fazilka district,132573,1615296
10782,Punjab,2019,3,barnala district,40352,424937
10783,Punjab,2019,3,mansa district,56807,547782
10784,Punjab,2019,3,ludhiana district,601479,8692321
10785,Punjab,2019,3,sri muktsar sahib district,66098,684183
10786,Punjab,2019,3,patiala district,229488,3089142
10787,Punjab,2019,3,pathankot district,79266,1050471
10788,Punjab,2019,3,fatehgarh sahib district,55452,710529
10789,Punjab,2019,3,rupnagar district,64333,791936
10790,Punjab,2019,3,tarn taran district,47784,542647
10791,Punjab,2019,3,sas nagar district,385263,6868841
10792,Punjab,2019,3,sangrur district,127329,1545980
10793,Punjab,2019,3,jalandhar district,225027,3028235
10794,Punjab,2019,3,bathinda district,162800,2039631
10795,Punjab,2019,3,kapurthala district,63785,1777578
10796,Punjab,2019,3,firozepur district,70387,893976
10797,Punjab,2019,3,gurdaspur district,87043,911184
10798,Punjab,2019,3,amritsar district,238628,3127423
10799,Punjab,2019,3,faridkot district,48150,526908
10800,Punjab,2019,3,hoshiarpur district,99272,1049605
10801,Punjab,2019,3,moga district,52339,583979
10802,Punjab,2019,4,shahid bhagat singh nagar district,33484,440386
10803,Punjab,2019,4,fazilka district,149868,2046302
10804,Punjab,2019,4,barnala district,45753,503741
10805,Punjab,2019,4,mansa district,63277,647308
10806,Punjab,2019,4,ludhiana district,671579,9889774
10807,Punjab,2019,4,sri muktsar sahib district,74361,834091
10808,Punjab,2019,4,patiala district,256911,3518875
10809,Punjab,2019,4,pathankot district,88749,1269136
10810,Punjab,2019,4,fatehgarh sahib district,63217,880080
10811,Punjab,2019,4,rupnagar district,72909,947082
10812,Punjab,2019,4,tarn taran district,55986,687870
10813,Punjab,2019,4,sas nagar district,422041,7725737
10814,Punjab,2019,4,sangrur district,143162,1881604
10815,Punjab,2019,4,jalandhar district,251259,3394986
10816,Punjab,2019,4,bathinda district,180722,2453820
10817,Punjab,2019,4,kapurthala district,71914,2193189
10818,Punjab,2019,4,firozepur district,79879,1108157
10819,Punjab,2019,4,gurdaspur district,100393,1118140
10820,Punjab,2019,4,amritsar district,268663,3523965
10821,Punjab,2019,4,faridkot district,54374,664245
10822,Punjab,2019,4,hoshiarpur district,113296,1230367
10823,Punjab,2019,4,moga district,59945,715025
10824,Punjab,2020,1,shahid bhagat singh nagar district,38821,490108
10825,Punjab,2020,1,fazilka district,168714,2488961
10826,Punjab,2020,1,barnala district,51941,603429
10827,Punjab,2020,1,mansa district,74105,799060
10828,Punjab,2020,1,ludhiana district,756590,11119366
10829,Punjab,2020,1,sri muktsar sahib district,84164,1014080
10830,Punjab,2020,1,patiala district,287330,3967305
10831,Punjab,2020,1,pathankot district,99453,1401796
10832,Punjab,2020,1,fatehgarh sahib district,72422,995685
10833,Punjab,2020,1,rupnagar district,82807,1115635
10834,Punjab,2020,1,tarn taran district,66491,874175
10835,Punjab,2020,1,sas nagar district,460416,8395805
10836,Punjab,2020,1,sangrur district,161513,2080788
10837,Punjab,2020,1,jalandhar district,282191,3840409
10838,Punjab,2020,1,bathinda district,200425,2727950
10839,Punjab,2020,1,kapurthala district,80875,2265592
10840,Punjab,2020,1,firozepur district,90278,1268154
10841,Punjab,2020,1,gurdaspur district,116534,1354661
10842,Punjab,2020,1,amritsar district,303767,3974667
10843,Punjab,2020,1,faridkot district,61578,758282
10844,Punjab,2020,1,hoshiarpur district,129693,1462905
10845,Punjab,2020,1,moga district,69394,854897
10846,Punjab,2020,2,shahid bhagat singh nagar district,45867,557697
10847,Punjab,2020,2,fazilka district,188515,2747541
10848,Punjab,2020,2,barnala district,59490,650469
10849,Punjab,2020,2,mansa district,83176,843138
10850,Punjab,2020,2,ludhiana district,853140,10720306
10851,Punjab,2020,2,sri muktsar sahib district,95421,1087803
10852,Punjab,2020,2,patiala district,323801,3955850
10853,Punjab,2020,2,pathankot district,113067,1625788
10854,Punjab,2020,2,fatehgarh sahib district,83254,993979
10855,Punjab,2020,2,rupnagar district,95464,1193440
10856,Punjab,2020,2,tarn taran district,79790,1059453
10857,Punjab,2020,2,sas nagar district,498018,5834843
10858,Punjab,2020,2,sangrur district,183342,2108122
10859,Punjab,2020,2,jalandhar district,320498,3693900
10860,Punjab,2020,2,bathinda district,222968,2668136
10861,Punjab,2020,2,kapurthala district,91387,1079840
10862,Punjab,2020,2,firozepur district,102253,1366144
10863,Punjab,2020,2,gurdaspur district,137571,1652130
10864,Punjab,2020,2,amritsar district,343732,3868572
10865,Punjab,2020,2,faridkot district,70252,841168
10866,Punjab,2020,2,hoshiarpur district,153462,1812295
10867,Punjab,2020,2,moga district,81013,928962
10868,Punjab,2020,3,shahid bhagat singh nagar district,52007,568643
10869,Punjab,2020,3,fazilka district,208929,2971338
10870,Punjab,2020,3,barnala district,66758,703985
10871,Punjab,2020,3,mansa district,91467,898524
10872,Punjab,2020,3,ludhiana district,944936,12240572
10873,Punjab,2020,3,sri muktsar sahib district,105998,1174550
10874,Punjab,2020,3,patiala district,358126,4622948
10875,Punjab,2020,3,pathankot district,124994,1823052
10876,Punjab,2020,3,fatehgarh sahib district,93571,1120472
10877,Punjab,2020,3,rupnagar district,106045,1287673
10878,Punjab,2020,3,tarn taran district,91194,1111339
10879,Punjab,2020,3,sas nagar district,540527,7964796
10880,Punjab,2020,3,sangrur district,204491,2286598
10881,Punjab,2020,3,jalandhar district,359980,4306433
10882,Punjab,2020,3,bathinda district,245674,3075052
10883,Punjab,2020,3,kapurthala district,102054,1216117
10884,Punjab,2020,3,firozepur district,114475,1477580
10885,Punjab,2020,3,gurdaspur district,155619,1702583
10886,Punjab,2020,3,amritsar district,383166,4571038
10887,Punjab,2020,3,faridkot district,78676,934414
10888,Punjab,2020,3,hoshiarpur district,173002,1894162
10889,Punjab,2020,3,moga district,92544,994863
10890,Punjab,2020,4,shahid bhagat singh nagar district,57655,642364
10891,Punjab,2020,4,fazilka district,228837,3521818
10892,Punjab,2020,4,barnala district,73443,811463
10893,Punjab,2020,4,mansa district,99292,995245
10894,Punjab,2020,4,ludhiana district,1037696,15042418
10895,Punjab,2020,4,sri muktsar sahib district,116292,1389976
10896,Punjab,2020,4,patiala district,391658,5439173
10897,Punjab,2020,4,pathankot district,136917,2165639
10898,Punjab,2020,4,fatehgarh sahib district,103647,1365222
10899,Punjab,2020,4,rupnagar district,116268,1524661
10900,Punjab,2020,4,tarn taran district,102096,1326388
10901,Punjab,2020,4,sas nagar district,586500,10389939
10902,Punjab,2020,4,sangrur district,225211,2653964
10903,Punjab,2020,4,jalandhar district,396951,5107171
10904,Punjab,2020,4,bathinda district,267808,3673311
10905,Punjab,2020,4,kapurthala district,113254,1466363
10906,Punjab,2020,4,firozepur district,125577,1707112
10907,Punjab,2020,4,gurdaspur district,173650,1985407
10908,Punjab,2020,4,amritsar district,423283,5557799
10909,Punjab,2020,4,faridkot district,86811,1111008
10910,Punjab,2020,4,hoshiarpur district,191711,2141902
10911,Punjab,2020,4,moga district,103311,1172840
10912,Punjab,2021,1,shahid bhagat singh nagar district,62459,690052
10913,Punjab,2021,1,fazilka district,247363,4019103
10914,Punjab,2021,1,barnala district,79294,902867
10915,Punjab,2021,1,mansa district,106756,1098110
10916,Punjab,2021,1,ludhiana district,1121835,16627730
10917,Punjab,2021,1,sri muktsar sahib district,125454,1553575
10918,Punjab,2021,1,patiala district,421866,6008815
10919,Punjab,2021,1,pathankot district,147446,2261929
10920,Punjab,2021,1,fatehgarh sahib district,112449,1614595
10921,Punjab,2021,1,rupnagar district,125466,1709178
10922,Punjab,2021,1,tarn taran district,110661,1517174
10923,Punjab,2021,1,sas nagar district,631136,12812661
10924,Punjab,2021,1,sangrur district,243382,2884693
10925,Punjab,2021,1,jalandhar district,428704,5817452
10926,Punjab,2021,1,bathinda district,288460,4263560
10927,Punjab,2021,1,kapurthala district,122367,1820533
10928,Punjab,2021,1,firozepur district,135570,1856298
10929,Punjab,2021,1,gurdaspur district,187933,2229430
10930,Punjab,2021,1,amritsar district,456913,6431045
10931,Punjab,2021,1,faridkot district,93801,1199867
10932,Punjab,2021,1,hoshiarpur district,207567,2395805
10933,Punjab,2021,1,moga district,111895,1337796
10934,Punjab,2021,2,shahid bhagat singh nagar district,67197,1146382
10935,Punjab,2021,2,fazilka district,265874,5712760
10936,Punjab,2021,2,barnala district,85341,1547066
10937,Punjab,2021,2,mansa district,115045,1913079
10938,Punjab,2021,2,ludhiana district,1204126,12949093
10939,Punjab,2021,2,sri muktsar sahib district,135088,2862666
10940,Punjab,2021,2,patiala district,452152,5873453
10941,Punjab,2021,2,pathankot district,158252,2445879
10942,Punjab,2021,2,fatehgarh sahib district,120891,1639400
10943,Punjab,2021,2,rupnagar district,134686,1976729
10944,Punjab,2021,2,tarn taran district,118896,3161261
10945,Punjab,2021,2,sas nagar district,675022,8804039
10946,Punjab,2021,2,sangrur district,261746,4108982
10947,Punjab,2021,2,jalandhar district,459789,5335908
10948,Punjab,2021,2,bathinda district,309805,5153282
10949,Punjab,2021,2,kapurthala district,131323,2172524
10950,Punjab,2021,2,firozepur district,145688,2779851
10951,Punjab,2021,2,gurdaspur district,201976,3100780
10952,Punjab,2021,2,amritsar district,489463,6079531
10953,Punjab,2021,2,faridkot district,100793,1731270
10954,Punjab,2021,2,hoshiarpur district,223227,3318856
10955,Punjab,2021,2,moga district,120168,2081298
10956,Punjab,2021,3,shahid bhagat singh nagar district,72568,1369873
10957,Punjab,2021,3,fazilka district,287001,7085113
10958,Punjab,2021,3,barnala district,92267,1793599
10959,Punjab,2021,3,mansa district,124152,2350812
10960,Punjab,2021,3,ludhiana district,1296796,16721648
10961,Punjab,2021,3,sri muktsar sahib district,145923,3352297
10962,Punjab,2021,3,patiala district,486329,7279309
10963,Punjab,2021,3,pathankot district,170194,2970204
10964,Punjab,2021,3,fatehgarh sahib district,130248,2109806
10965,Punjab,2021,3,rupnagar district,145176,2375863
10966,Punjab,2021,3,tarn taran district,128419,4014967
10967,Punjab,2021,3,sas nagar district,723884,10981780
10968,Punjab,2021,3,sangrur district,282372,4825055
10969,Punjab,2021,3,jalandhar district,494582,6722302
10970,Punjab,2021,3,bathinda district,333661,6724159
10971,Punjab,2021,3,kapurthala district,141349,2653351
10972,Punjab,2021,3,firozepur district,156926,3678385
10973,Punjab,2021,3,gurdaspur district,217927,3684155
10974,Punjab,2021,3,amritsar district,525756,8024927
10975,Punjab,2021,3,faridkot district,108719,2217480
10976,Punjab,2021,3,hoshiarpur district,240996,4082059
10977,Punjab,2021,3,moga district,129617,2597011
10978,Punjab,2021,4,shahid bhagat singh nagar district,77630,1245533
10979,Punjab,2021,4,fazilka district,307291,7439770
10980,Punjab,2021,4,barnala district,98846,1705235
10981,Punjab,2021,4,mansa district,133151,2052073
10982,Punjab,2021,4,ludhiana district,1388951,26907720
10983,Punjab,2021,4,sri muktsar sahib district,156399,2922366
10984,Punjab,2021,4,patiala district,519356,10326956
10985,Punjab,2021,4,pathankot district,182017,4601679
10986,Punjab,2021,4,fatehgarh sahib district,139335,2829379
10987,Punjab,2021,4,rupnagar district,155284,3004362
10988,Punjab,2021,4,tarn taran district,137220,3326397
10989,Punjab,2021,4,sas nagar district,772068,19091864
10990,Punjab,2021,4,sangrur district,302394,5163673
10991,Punjab,2021,4,jalandhar district,528440,9280475
10992,Punjab,2021,4,bathinda district,356940,7533553
10993,Punjab,2021,4,kapurthala district,151071,3111765
10994,Punjab,2021,4,firozepur district,167665,3548209
10995,Punjab,2021,4,gurdaspur district,232798,4410334
10996,Punjab,2021,4,amritsar district,560687,10809523
10997,Punjab,2021,4,faridkot district,116313,2213987
10998,Punjab,2021,4,hoshiarpur district,257735,4437049
10999,Punjab,2021,4,moga district,138512,2465597
11000,Punjab,2022,1,shahid bhagat singh nagar district,82505,2318330
11001,Punjab,2022,1,fazilka district,327088,9879695
11002,Punjab,2022,1,barnala district,105069,2500243
11003,Punjab,2022,1,mansa district,142032,4018980
11004,Punjab,2022,1,ludhiana district,1476288,9631471
11005,Punjab,2022,1,sri muktsar sahib district,166210,5576982
11006,Punjab,2022,1,patiala district,550482,6937640
11007,Punjab,2022,1,pathankot district,193189,3072838
11008,Punjab,2022,1,fatehgarh sahib district,147969,2106330
11009,Punjab,2022,1,rupnagar district,164884,2500397
11010,Punjab,2022,1,tarn taran district,145686,7511204
11011,Punjab,2022,1,sas nagar district,817209,5856847
11012,Punjab,2022,1,sangrur district,321129,6238824
11013,Punjab,2022,1,jalandhar district,560393,5869719
11014,Punjab,2022,1,bathinda district,378864,9419283
11015,Punjab,2022,1,kapurthala district,160149,3276633
11016,Punjab,2022,1,firozepur district,177916,4907969
11017,Punjab,2022,1,gurdaspur district,247179,5206011
11018,Punjab,2022,1,amritsar district,593970,7837937
11019,Punjab,2022,1,faridkot district,123441,2956949
11020,Punjab,2022,1,hoshiarpur district,274004,5849019
11021,Punjab,2022,1,moga district,147070,4009506
11022,Punjab,2022,2,shahid bhagat singh nagar district,87026,3500784
11023,Punjab,2022,2,fazilka district,345717,11531407
11024,Punjab,2022,2,barnala district,110954,3392118
11025,Punjab,2022,2,mansa district,150065,4568731
11026,Punjab,2022,2,ludhiana district,1558996,10354374
11027,Punjab,2022,2,sri muktsar sahib district,175597,8547693
11028,Punjab,2022,2,patiala district,579934,8361677
11029,Punjab,2022,2,pathankot district,203736,3292900
11030,Punjab,2022,2,fatehgarh sahib district,156204,2475166
